,sample_id,construction_site,image_blob_id,date_time,annotation_people_blob_id,annotation_poly_blob_id,annotation_blob_id,poly_objects,dis_people,dis_rebar,dis_formwork,dis_pump,timestep,Site1formwork,Site1rebars,Site1pump,Site1people,Site2formwork,Site2rebars,Site2pump,Site2people,if_Site1_concret,if_Site2_concret
1329,2020-08-07-10-10-47,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-10-47.jpg,2020-08-07 10:10:47,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-10-47.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-10-47.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:10:47,1,0,1,0,4,0,0,0,0,0
1330,2020-08-07-10-11-33,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-11-33.jpg,2020-08-07 10:11:33,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-11-33.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-11-33.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:11:33,1,0,1,0,4,0,0,0,0,0
1331,2020-08-07-10-12-20,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-12-20.jpg,2020-08-07 10:12:20,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-12-20.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-12-20.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:12:20,1,0,1,0,4,0,0,0,0,0
1332,2020-08-07-10-13-06,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-13-06.jpg,2020-08-07 10:13:06,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-13-06.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-13-06.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:13:06,1,0,1,0,4,0,0,0,0,0
1333,2020-08-07-10-13-53,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-13-53.jpg,2020-08-07 10:13:53,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-13-53.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-13-53.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:13:53,1,0,1,0,4,0,0,0,0,0
1334,2020-08-07-10-14-39,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-14-39.jpg,2020-08-07 10:14:39,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-14-39.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-14-39.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:14:39,1,0,1,0,4,0,0,0,0,0
1335,2020-08-07-10-15-26,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-15-26.jpg,2020-08-07 10:15:26,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-15-26.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-15-26.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:15:26,1,0,1,0,4,0,0,0,0,0
1336,2020-08-07-10-16-12,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-16-12.jpg,2020-08-07 10:16:12,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-16-12.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-16-12.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:16:12,1,0,1,0,4,0,0,0,0,0
1337,2020-08-07-10-16-59,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-16-59.jpg,2020-08-07 10:16:59,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-16-59.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-16-59.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:16:59,1,0,1,0,4,0,0,0,0,0
1338,2020-08-07-10-17-45,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-17-45.jpg,2020-08-07 10:17:45,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-17-45.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-17-45.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:17:45,1,0,1,0,4,0,0,0,0,0
1339,2020-08-07-10-18-32,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-18-32.jpg,2020-08-07 10:18:32,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-18-32.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-18-32.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:18:32,1,0,1,0,4,0,0,0,0,0
1340,2020-08-07-10-19-18,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-19-18.jpg,2020-08-07 10:19:18,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-19-18.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-19-18.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:19:18,1,0,1,0,4,0,0,0,0,0
1341,2020-08-07-10-20-05,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-20-05.jpg,2020-08-07 10:20:05,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-20-05.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-20-05.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:20:05,1,0,1,0,4,0,0,0,0,0
1342,2020-08-07-10-20-51,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-20-51.jpg,2020-08-07 10:20:51,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-20-51.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-20-51.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:20:51,1,0,1,0,4,0,0,0,0,0
1343,2020-08-07-10-21-38,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-21-38.jpg,2020-08-07 10:21:38,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-21-38.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-21-38.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:21:38,1,0,1,0,4,0,0,0,0,0
1344,2020-08-07-10-22-25,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-22-25.jpg,2020-08-07 10:22:25,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-22-25.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-22-25.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:22:25,1,0,1,0,4,0,0,0,0,0
1345,2020-08-07-10-23-11,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-23-11.jpg,2020-08-07 10:23:11,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-23-11.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-23-11.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[1, 1, 4]","[1, 1, 0]",2020-08-07 10:23:11,2,0,1,0,4,0,0,0,0,0
1346,2020-08-07-10-23-58,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-23-58.jpg,2020-08-07 10:23:58,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-23-58.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-23-58.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:23:58,1,0,1,0,4,0,0,0,0,0
1347,2020-08-07-10-24-44,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-24-44.jpg,2020-08-07 10:24:44,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-24-44.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-24-44.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:24:44,1,0,1,0,4,0,0,0,0,0
1348,2020-08-07-10-25-31,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-25-31.jpg,2020-08-07 10:25:31,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-25-31.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-25-31.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:25:31,1,0,1,0,4,0,0,0,0,0
1349,2020-08-07-10-26-17,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-26-17.jpg,2020-08-07 10:26:17,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-26-17.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-26-17.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:26:17,1,0,1,0,4,0,0,0,0,0
1350,2020-08-07-10-27-04,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-27-04.jpg,2020-08-07 10:27:04,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-27-04.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-27-04.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:27:04,1,0,1,0,4,0,0,0,0,0
1351,2020-08-07-10-27-50,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-27-50.jpg,2020-08-07 10:27:50,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-27-50.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-27-50.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:27:50,1,0,1,0,4,0,0,0,0,0
1352,2020-08-07-10-28-37,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-28-37.jpg,2020-08-07 10:28:37,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-28-37.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-28-37.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:28:37,1,0,1,0,4,0,0,0,0,0
1353,2020-08-07-10-29-23,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-29-23.jpg,2020-08-07 10:29:23,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-29-23.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-29-23.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:29:23,1,0,1,0,4,0,0,0,0,0
1354,2020-08-07-10-30-10,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-30-10.jpg,2020-08-07 10:30:10,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-30-10.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-30-10.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:30:10,1,0,1,0,4,0,0,0,0,0
1355,2020-08-07-10-30-56,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-30-56.jpg,2020-08-07 10:30:56,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-30-56.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-30-56.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:30:56,1,0,1,0,4,0,0,0,0,0
1356,2020-08-07-10-31-43,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-31-43.jpg,2020-08-07 10:31:43,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-31-43.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-31-43.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:31:43,1,0,1,0,4,0,0,0,0,0
1357,2020-08-07-10-32-29,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-32-29.jpg,2020-08-07 10:32:29,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-32-29.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-32-29.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:32:29,1,0,1,0,4,0,0,0,0,0
1358,2020-08-07-10-33-16,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-33-16.jpg,2020-08-07 10:33:16,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-33-16.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-33-16.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:33:16,1,0,1,0,4,0,0,0,0,0
1359,2020-08-07-10-34-02,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-34-02.jpg,2020-08-07 10:34:02,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-34-02.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-34-02.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:34:02,1,0,1,0,4,0,0,0,0,0
1360,2020-08-07-10-34-49,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-34-49.jpg,2020-08-07 10:34:49,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-34-49.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-34-49.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:34:49,1,0,1,0,4,0,0,0,0,0
1361,2020-08-07-10-35-35,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-35-35.jpg,2020-08-07 10:35:35,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-35-35.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-35-35.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:35:35,1,0,1,0,4,0,0,0,0,0
1362,2020-08-07-10-36-22,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-36-22.jpg,2020-08-07 10:36:22,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-36-22.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-36-22.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:36:22,1,0,1,0,4,0,0,0,0,0
1363,2020-08-07-10-37-08,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-37-08.jpg,2020-08-07 10:37:08,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-37-08.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-37-08.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:37:08,1,0,1,0,4,0,0,0,0,0
1364,2020-08-07-10-37-55,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-37-55.jpg,2020-08-07 10:37:55,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-37-55.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-37-55.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:37:55,1,0,1,0,4,0,0,0,0,0
1365,2020-08-07-10-38-41,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-38-41.jpg,2020-08-07 10:38:41,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-38-41.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-38-41.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:38:41,1,0,1,0,4,0,0,0,0,0
1366,2020-08-07-10-39-28,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-39-28.jpg,2020-08-07 10:39:28,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-39-28.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-39-28.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[1, 1, 0]",2020-08-07 10:39:28,1,0,1,0,3,0,0,0,0,0
1367,2020-08-07-10-40-14,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-10-40-14.jpg,2020-08-07 10:40:14,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-10-40-14.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-10-40-14.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 10:40:14,1,0,1,0,4,0,0,0,0,0
